date,type,amount
2023-12-21,CashOnHand,31254
2023-12-22,CashOnHand,30242.5
2023-12-28,CashOnHand,25858.56
2023-12-28,CashOnHand,25849.29
2023-12-28,CashOnHand,25854.06
2023-12-28,CashOnHand,26313.47
2023-12-29,CashOnHand,26274.77
2023-12-30,CashOnHand,12792.07
2024-01-02,CashOnHand,12768.98
2024-01-02,CashOnHand,12755.12
2024-01-02,CashOnHand,12755.12
2024-01-02,CashOnHand,12737.27
2024-01-03,CashOnHand,12539.46
2024-01-05,CashOnHand,12470.15
2024-01-09,CashOnHand,12453.42
2024-01-09,CashOnHand,12175.8
2024-01-09,CashOnHand,13972.92
2024-01-10,CashOnHand,64545.23
2024-01-10,CashOnHand,64471.44
2024-01-11,CashOnHand,74471.44
2024-01-16,CashOnHand,77471.44
2024-01-18,CashOnHand,77302.96
2024-01-19,CashOnHand,77281.54
2024-01-19,CashOnHand,76131.54
2024-01-22,CashOnHand,76091.54
2024-01-29,CashOnHand,75933.94
2024-01-29,CashOnHand,75924.5
2024-01-30,CashOnHand,78424.5
2024-01-31,CashOnHand,78400.88
2024-02-01,CashOnHand,78391.48
2024-02-01,CashOnHand,78391.48
2024-02-01,CashOnHand,78373.63
2024-02-02,CashOnHand,78283.63
2024-02-05,CashOnHand,77621.17
2024-02-05,CashOnHand,77422.36
2024-02-05,CashOnHand,77352.06
2024-02-08,CashOnHand,77302.91
2024-02-09,CashOnHand,77280.3
2024-02-12,CashOnHand,77063.76
2024-02-12,CashOnHand,76988.73
2024-02-19,CashOnHand,53820.2
2024-02-20,CashOnHand,22956.18
2024-02-20,CashOnHand,22483.15
2024-02-21,CashOnHand,22151.99
2024-02-28,CashOnHand,22142.55
2024-02-28,CashOnHand,21529.7
2024-03-01,CashOnHand,21529.7
2024-03-01,CashOnHand,21511.85
2024-03-04,CashOnHand,21294.51
2024-03-05,CashOnHand,21241.93
2024-03-08,CashOnHand,21225.13
2024-03-10,CashOnHand,21076.38
2024-03-11,CashOnHand,21002.57
2024-03-15,CashOnHand,20984.21
2024-03-28,CashOnHand,20945.01
2024-03-28,CashOnHand,20935.59
2024-04-26,CashOnHand,29807.40
2024-04-29,CashOnHand,29797.84
2024-04-30,CashOnHand,33297.84
2024-05-02,CashOnHand,33356.93
2024-05-03,CashOnHand,33133.08
2024-05-08,CashOnHand,33062.97
2024-05-10,CashOnHand,32987.9
2024-05-13,CashOnHand,32947.27
2024-05-15,CashOnHand,32927.74
2024-05-16,CashOnHand,34066.29
2024-05-28,CashOnHand,34056.84
2024-05-29,CashOnHand,33211.94
2024-05-30,CashOnHand,33273.61
2024-06-03,CashOnHand,33028.52
2024-06-05,CashOnHand,32957.37
2024-06-07,CashOnHand,32937.76
2024-06-10,CashOnHand,32863.17
2024-06-12,CashOnHand,32838.27
2024-06-17,CashOnHand,32819.91
2024-06-24,CashOnHand,32804.92
2024-06-25,CashOnHand,31796.32
2024-06-27,CashOnHand,31590.4
2024-06-28,CashOnHand,31541.88
2024-07-01,CashOnHand,31596.5
2024-07-03,CashOnHand,31373.4
2024-07-05,CashOnHand,31303.38
2024-07-08,CashOnHand,32493.38
2024-07-09,CashOnHand,32473.98
2024-07-10,CashOnHand,32399.37
2024-07-12,CashOnHand,32374.47
2024-07-29,CashOnHand,32365.06
2024-08-01,CashOnHand,32347.21
2024-08-05,CashOnHand,30290.63
2024-08-07,CashOnHand,29187.5
2024-08-08,CashOnHand,29168.32
2024-08-12,CashOnHand,29069.37
2024-08-12,CashOnHand,29069.37
2024-08-13,CashOnHand,29044.47
2024-08-15,CashOnHand,31254.71
2024-08-16,CashOnHand,31649.71
2024-08-28,CashOnHand,31640.56
2024-08-29,CashOnHand,31790.57
2024-08-30,CashOnHand,31680.34
2024-09-03,CashOnHand,31439.91
2024-09-05,CashOnHand,31370.23
2024-09-10,CashOnHand,31290.12
2024-09-12,CashOnHand,31265.22
2024-09-16,CashOnHand,31187.86
2024-09-20,CashOnHand,29738.86
2024-09-23,CashOnHand,29719.86
2024-09-30,CashOnHand,29750.14
2024-10-01,CashOnHand,29987.29
2024-10-02,CashOnHand,29674.29
2024-10-03,CashOnHand,29457.75
2024-10-07,CashOnHand,29389.04
2024-10-08,CashOnHand,29380.65
2024-10-10,CashOnHand,29307.13
2024-10-14,CashOnHand,29282.23
2024-10-23,CashOnHand,29181.27
2024-10-28,CashOnHand,29171.82
2024-11-01,CashOnHand,29211.54
2024-11-02,CashOnHand,29211.54
2024-11-03,CashOnHand,29211.54
2024-11-04,CashOnHand,28986.2
2024-11-05,CashOnHand,28915.25
2024-11-11,CashOnHand,28839.99
2024-11-12,CashOnHand,28833.32
2024-11-15,CashOnHand,28808.42
2024-11-17,CashOnHand,34245.19
2025-01-28,CashOnHand,48695.17
2025-09-16,CashOnHand,52981.27
